Inscricao;CPF_CNPJ;Nome;Nome_Cidade;2021(R$);Variacao_1;2022(R$);Variacao_2;2023(R$);DDD_DECLAN;Telefone_DECLAN;DDD_Fax_DECLAN;Fax_DECLAN;Email_DECLAN;Nome_Representante_DECLAN;DDD_Representante_DECLAN;Telefone_Representante_DECLAN;Contador_DECLAN;DDD_Contador_DECLAN;Telefone_Contador_DECLAN;Endereco_Obrigados;Bairro_Obrigados;Cidade_Obrigados;Nome_Cidade_Obrigados;UF_Obrigados;Tipo_Logradouro_Municipio;Endereco_Municipio;Numero_Municipio;Complemento_Municipio;Bairro_Municipio;Cidade_Municipio;Nome_Cidade_Municipio;UF_Municipio;CEP_Municipio;Email_Municipio;Telefone_Municipio;Nome_Contador;Tipo_Logradouro_Contador;Endereco_Contador;Numero_Contador;Complemento_Contador;Bairro_Contador;Cidade_Contador;Nome_Cidade_Contador;UF_Contador;CEP_Contador;Email_Contador;Telefone_Contador
85874047;="67405936000173";PEUGEOT CITROEN DO BRASIL AUTOMOVEIS LTDA;Porto Real;4486220513,16;1650830453,22;6137050966,38;-3396916617,82;2740134348,56;011;98130789;;;cvenfiscal@stellantis.com;LEONARDO ALVES FERNANDES DE OLIVEIRA;031;97161349;LEONARDO ALVES FERNANDES DE OLIVEIRA;031;97161349;AVN RENATO MONTEIRO 6901 E 6200- PARTE.;POLO URBO AGRO INDUSTRIAL;59;Porto Real;RJ;;;;;;59;Porto Real;RJ;;;;;;;;;;;;;;;
85874314;="03094658000440";GEFCO LOGISTICA DO BRASIL LTDA;Porto Real;110704603,94;88931356,04;199635959,98;-63400884,04;136235075,94;021;24385039;;;thayna.dias@cevalogistics.com;MILTON TADEU PIMENTA JUNIOR;21;75747375;EDENOR SANTIAGO MAZAIA;21;75747375;AVN RENATO MONTEIRO 6901 PARTE;Polo Urbo Agroindustrial;59;Porto Real;RJ;;;;;;59;Porto Real;RJ;;;;;;;;;;;;;;;
75566417;="33042730013001";COMPANHIA SIDERURGICA NACIONAL;Porto Real;484490759,09;-417490584,14;67000174,95;-62786098,89;4214076,06;024;33582959;;;tributariocsn@csn.com.br;ACYR FRAUCHES CURTY;11;92167163;ACYR FRAUCHES CURTY;11;92167163;AVN RENATO MONTEIRO 7777 ;POLO URBO AGRO INDUSTRIAL;59;Porto Real;RJ;;;;;;59;Porto Real;RJ;;;;;;;;;;;;;;;
85873091;="01410577000134";GUARDIAN DO BRASIL VIDROS PLANOS LTDA;Porto Real;430301458,92;-132720003,06;297581455,86;-33388122,34;264193333,52;021;35509150;;;rcorrea@guardian.com;CAMILA SA CARVALHO MOURA;24;33559000;CAMILA SA CARVALHO MOURA;24;33559000;RUA FERNANDO BERNARDELLI 2000. ;Centro;59;Porto Real;RJ;;;;;;59;Porto Real;RJ;;;;;;;;;;;;;;;
84781193;="01695370000153";CEG RIO S/A;Porto Real;114635648,11;54852762,06;169488410,17;-24942768,06;144545642,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79259730;="07677731000549";AUTOPORT TRANSPORTES E LOGISTICA LTDA;Porto Real;30590011,77;36271628,4;66861640,17;-23060685,4;43800954,77;;;;;contabilidade.log@aguiabranca.com.br;ANA SILVIA CALEGARI;027;21241404;NUBIA CARLA FREITAS SANTOS SOUZA;027;21251427;AVN RENATO MONTEIRO S/N SALA 02;PORTO UBRO AGRO INDUSTRIAL;59;Porto Real;RJ;;;;;;59;Porto Real;RJ;;;;;;;;;;;;;;;
12000600;="07746586000420";PEARSON SAUDE ANIMAL S.A.;Porto Real;1557935,68;27083988,73;28641924,41;-20688275,6;7953648,81;;;;;compliance.tributario@eurofarma.com;MAURIZIO BILLI;11;50908600;CARMELITA BITTENCOURT DA SILVA ESTEVES;11;50908600;;;59;Porto Real;RJ;;;;;;59;Porto Real;RJ;;;;;;;;;;;;;;;
80046561;="33050071000158";AMPLA ENERGIA E SERVICOS S.A.;Porto Real;40683068,12;36618078,73;77301146,85;-19039744,59;58261402,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85874500;="60395589000287";BRAZUL TRANSPORTE DE VEICULOS LTDA;Porto Real;29386205,72;24254190,27;53640395,99;-16734892,62;36905503,37;031;30719583;;;csc.fiscal@sada.com.br;VITTORIO MEDIOLI;31;30710700;Denys Douglas Gon?alves;31;30710700;AVN RENATO MONTEIRO 4800 ;POLO INDUSTRIAL;59;Porto Real;RJ;;;;;;59;Porto Real;RJ;;;;;;;;;;;;;;;
77885030;="92644483001408";TRANSPORTES GABARDO LTDA;Porto Real;1358727,64;13501863,44;14860591,08;-13922672,19;937918,89;;;;;gabardopreal.fat2@transgabardo.com.br;SERGIO MARIO GABARDO;0024;33543000;PAULO SERGIO DE SOUZA;0024;21093920;ETR RENATO MONTEIRO S/N ;TECNOPOLO AGROINDUSTRIAL;59;Porto Real;RJ;;;;;;59;Porto Real;RJ;;;;;;;;;;;;;;;
